,GM,DAY,DATE,Away,HOME,Network,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,DMA_TV_Households_Millions_x,DMA_TV_Households_Millions_y,Total Viewership
2782,320,Wed,2014-12-10,BRK,CHI,Regional,0.0,31.0,226.0,7.35,3.46,257.0
2783,321,Wed,2014-12-10,POR,MIN,Regional,0.0,58.0,41.0,1.14,1.74,99.0
2784,322,Wed,2014-12-10,NYK,SAS,Regional,0.0,127.0,85.0,7.35,0.94,212.0
2785,323,Wed,2014-12-10,NOP,DAL,ESPN,1368.0,0.0,73.0,0.64,2.71,1441.0
2786,324,Wed,2014-12-10,HOU,GSW,Regional,0.0,81.0,245.0,2.45,2.49,326.0
2787,325,Wed,2014-12-10,MIA,DEN,ESPN,1131.0,67.0,7.0,1.7,1.63,1205.0
2788,326,Thu,2014-12-11,CLE,OKC,TNT,2307.0,0.0,0.0,1.5,0.72,2307.0
2789,327,Thu,2014-12-11,HOU,SAC,TNT,1298.0,0.0,0.0,2.45,1.38,1298.0
2790,328,Fri,2014-12-12,POR,CHI,ESPN,1206.0,22.0,182.0,1.14,3.46,1410.0
2791,329,Fri,2014-12-12,LAC,WAS,Regional,0.0,67.0,84.0,5.48,2.48,151.0
2792,330,Fri,2014-12-12,ORL,ATL,Regional,0.0,22.0,42.0,1.52,2.41,64.0
2793,331,Fri,2014-12-12,NYK,BOS,Regional,0.0,132.0,82.0,7.35,2.42,214.0
2794,332,Fri,2014-12-12,PHI,BRK,Regional,0.0,31.0,15.0,2.94,7.35,46.0
2795,333,Fri,2014-12-12,IND,TOR,Regional,0.0,21.0,0.0,1.09,2.86,21.0
2796,334,Fri,2014-12-12,CHA,MEM,Regional,0.0,21.5,30.6,1.19,0.63,52.1
2797,335,Fri,2014-12-12,OKC,MIN,Regional,0.0,37.9,19.0,0.72,1.74,56.9
2798,336,Fri,2014-12-12,CLE,NOP,Regional,0.0,161.0,16.1,1.5,0.64,177.1
2799,337,Fri,2014-12-12,DET,PHX,Regional,0.0,14.0,51.0,1.85,1.89,65.0
2800,338,Fri,2014-12-12,MIA,UTA,Regional,0.0,104.0,25.6,1.7,0.92,129.6
2801,339,Fri,2014-12-12,LAL,SAS,ESPN,2170.0,196.0,87.0,5.48,0.94,2453.0
2802,340,Sat,2014-12-13,GSW,DAL,Regional,0.0,107.0,64.0,2.49,2.71,171.0
2803,341,Sat,2014-12-13,BRK,CHA,Regional,0.0,53.0,15.3,7.35,1.19,68.3
2804,342,Sat,2014-12-13,POR,IND,Regional,0.0,34.0,19.0,1.14,1.09,53.0
2805,343,Sat,2014-12-13,ATL,ORL,Regional,0.0,33.0,11.0,2.41,1.52,44.0
2806,344,Sat,2014-12-13,LAC,MIL,Regional,0.0,90.0,19.0,5.48,0.9,109.0
2807,345,Sat,2014-12-13,MEM,PHI,Regional,0.0,27.7,38.0,0.63,2.94,65.7
2808,346,Sat,2014-12-13,DEN,HOU,Regional,0.0,19.2,61.0,1.63,2.45,80.2
2809,347,Sat,2014-12-13,DET,SAC,Regional,0.0,31.0,36.4,1.85,1.38,67.4
2810,348,Sun,2014-12-14,GSW,NOP,Regional,0.0,153.0,5.66,2.49,0.64,158.66
2811,349,Sun,2014-12-14,CHI,MIA,Regional,0.0,263.0,88.0,3.46,1.7,351.0
2812,350,Sun,2014-12-14,UTA,WAS,Regional,0.0,15.9,42.0,0.92,2.48,57.9
2813,351,Sun,2014-12-14,LAL,MIN,Regional,0.0,199.0,15.0,5.48,1.74,214.0
2814,352,Sun,2014-12-14,PHX,OKC,Regional,0.0,21.0,44.7,1.89,0.72,65.7
2815,353,Sun,2014-12-14,TOR,NYK,Regional,0.0,0.0,185.0,2.86,7.35,185.0
2816,354,Sun,2014-12-14,SAS,DEN,Regional,0.0,47.0,10.0,0.94,1.63,57.0
2817,355,Mon,2014-12-15,CHA,CLE,Regional,0.0,10.44,179.0,1.19,1.5,189.44
2818,356,Mon,2014-12-15,LAL,IND,NBA TV,155.0,97.0,28.0,5.48,1.09,280.0
2819,357,Mon,2014-12-15,BOS,PHI,Regional,0.0,47.0,15.0,2.42,2.94,62.0
2820,358,Mon,2014-12-15,CHI,ATL,Regional,0.0,173.0,28.0,3.46,2.41,201.0
2821,359,Mon,2014-12-15,ORL,TOR,Regional,0.0,14.0,0.0,1.52,2.86,14.0
2822,360,Mon,2014-12-15,MIL,PHX,Regional,0.0,23.0,36.0,0.9,1.89,59.0
2823,361,Mon,2014-12-15,SAS,POR,Regional,0.0,56.0,73.0,0.94,1.14,129.0
2824,362,Mon,2014-12-15,DET,LAC,Regional,0.0,17.0,83.0,1.85,5.48,100.0
2825,363,Tue,2014-12-16,MIN,WAS,Regional,0.0,0.0,67.0,1.74,2.48,67.0
2826,364,Tue,2014-12-16,MIA,BRK,Regional,0.0,136.0,46.0,1.7,7.35,182.0
2827,365,Tue,2014-12-16,GSW,MEM,ESPN,1872.0,103.0,0.0,2.49,0.63,1975.0
2828,366,Tue,2014-12-16,UTA,NOP,Regional,0.0,28.7,14.4,0.92,0.64,43.1
2829,367,Tue,2014-12-16,DAL,NYK,Regional,0.0,87.0,204.0,2.71,7.35,291.0
2830,368,Tue,2014-12-16,OKC,SAC,ESPN,1529.0,23.6,33.0,0.72,1.38,1585.6
2831,369,Wed,2014-12-17,PHX,CHA,Regional,0.0,37.0,24.22,1.89,1.19,61.22
2832,370,Wed,2014-12-17,ATL,CLE,Regional,0.0,44.0,172.0,2.41,1.5,216.0
2833,371,Wed,2014-12-17,ORL,BOS,Regional,0.0,20.0,94.0,1.52,2.42,114.0
2834,372,Wed,2014-12-17,DAL,DET,Regional,0.0,78.0,33.0,2.71,1.85,111.0
2835,373,Wed,2014-12-17,UTA,MIA,Regional,0.0,22.8,99.0,0.92,1.7,121.8
2836,374,Wed,2014-12-17,BRK,TOR,ESPN,1044.0,60.0,0.0,7.35,2.86,1104.0
2837,375,Wed,2014-12-17,MEM,SAS,Regional,0.0,32.23076923,84.0,0.63,0.94,116.23076922999999
2838,376,Wed,2014-12-17,MIL,POR,Regional,0.0,8.0,81.0,0.9,1.14,89.0
2839,377,Wed,2014-12-17,IND,LAC,Regional,0.0,24.0,121.0,1.09,5.48,145.0
2840,378,Wed,2014-12-17,HOU,DEN,ESPN,1164.0,36.0,15.0,2.45,1.63,1215.0
2841,379,Thu,2014-12-18,NYK,CHI,TNT,1748.0,0.0,0.0,7.35,3.46,1748.0
2842,380,Thu,2014-12-18,NOP,HOU,Regional,0.0,12.3,68.0,0.64,2.45,80.3
2843,381,Thu,2014-12-18,MIL,SAC,Regional,0.0,15.0,52.8,0.9,1.38,67.8
2844,382,Thu,2014-12-18,OKC,GSW,TNT,2029.0,35.1,0.0,0.72,2.49,2064.1
2845,383,Fri,2014-12-19,UTA,ORL,Regional,0.0,22.3,15.0,0.92,1.52,37.3
2846,384,Fri,2014-12-19,CHA,PHI,Regional,0.0,12.7,10.0,1.19,2.94,22.7
2847,385,Fri,2014-12-19,MIN,BOS,Regional,0.0,31.0,57.0,1.74,2.42,88.0
2848,386,Fri,2014-12-19,BRK,CLE,Regional,0.0,38.0,153.0,7.35,1.5,191.0
2849,387,Fri,2014-12-19,TOR,DET,Regional,0.0,0.0,18.0,2.86,1.85,18.0
2850,388,Fri,2014-12-19,WAS,MIA,Regional,0.0,82.0,105.0,2.48,1.7,187.0
2851,389,Fri,2014-12-19,CHI,MEM,Regional,0.0,285.0,41.4,3.46,0.63,326.4
2852,390,Fri,2014-12-19,POR,SAS,ESPN,1599.0,36.0,53.0,1.14,0.94,1688.0
2853,391,Fri,2014-12-19,LAC,DEN,Regional,0.0,74.0,22.0,5.48,1.63,96.0
2854,392,Fri,2014-12-19,OKC,LAL,ESPN,1869.0,40.9,124.0,0.72,5.48,2033.9
2855,393,Sat,2014-12-20,PHX,NYK,Regional,0.0,19.0,83.0,1.89,7.35,102.0
2856,394,Sat,2014-12-20,POR,NOP,Regional,0.0,67.0,2.8,1.14,0.64,69.8
2857,395,Sat,2014-12-20,UTA,CHA,Regional,0.0,13.7,15.0,0.92,1.19,28.7
2858,396,Sat,2014-12-20,ATL,HOU,Regional,0.0,68.0,43.0,2.41,2.45,111.0
2859,397,Sat,2014-12-20,SAS,DAL,Regional,0.0,73.0,185.0,0.94,2.71,258.0
2860,398,Sat,2014-12-20,IND,DEN,Regional,0.0,23.0,20.0,1.09,1.63,43.0
2861,399,Sat,2014-12-20,MIL,LAC,Regional,0.0,11.0,103.0,0.9,5.48,114.0
2862,400,Sun,2014-12-21,NYK,TOR,Regional,0.0,41.0,0.0,7.35,2.86,41.0
2863,401,Sun,2014-12-21,MEM,CLE,Regional,0.0,24.1,177.0,0.63,1.5,201.1
2864,402,Sun,2014-12-21,LAL,SAC,Regional,0.0,109.0,36.0,5.48,1.38,145.0
2865,403,Sun,2014-12-21,DET,BRK,NBA TV,104.0,23.0,30.0,1.85,7.35,157.0
2866,404,Sun,2014-12-21,BOS,MIA,Regional,0.0,81.0,84.0,2.42,1.7,165.0
2867,405,Sun,2014-12-21,PHI,ORL,Regional,0.0,29.0,5.0,2.94,1.52,34.0
2868,406,Sun,2014-12-21,PHX,WAS,Regional,0.0,27.0,48.0,1.89,2.48,75.0
2869,407,Sun,2014-12-21,IND,MIN,Regional,0.0,25.0,12.0,1.09,1.74,37.0
2870,408,Sun,2014-12-21,NOP,OKC,Regional,0.0,5.6,51.7,0.64,0.72,57.300000000000004
2871,409,Mon,2014-12-22,DEN,CHA,Regional,0.0,4.0,15.0,1.63,1.19,19.0
2872,410,Mon,2014-12-22,TOR,CHI,Regional,0.0,0.0,224.0,2.86,3.46,224.0
2873,411,Mon,2014-12-22,POR,HOU,Regional,0.0,116.0,63.0,1.14,2.45,179.0
2874,412,Mon,2014-12-22,UTA,MEM,Regional,0.0,27.8,22.7,0.92,0.63,50.5
2875,413,Mon,2014-12-22,ATL,DAL,Regional,0.0,57.0,101.0,2.41,2.71,158.0
2876,414,Mon,2014-12-22,LAC,SAS,Regional,0.0,79.0,79.0,5.48,0.94,158.0
2877,415,Mon,2014-12-22,SAC,GSW,Regional,0.0,41.0,159.0,1.38,2.49,200.0
2878,416,Tue,2014-12-23,MIN,CLE,NBA TV,357.0,39.0,230.0,1.74,1.5,626.0
2879,417,Tue,2014-12-23,NOP,IND,Regional,0.0,8.11,33.0,0.64,1.09,41.11
2880,418,Tue,2014-12-23,BOS,ORL,Regional,0.0,44.0,13.0,2.42,1.52,57.0
2881,419,Tue,2014-12-23,CHI,WAS,Regional,0.0,228.0,33.0,3.46,2.48,261.0
2882,420,Tue,2014-12-23,LAC,ATL,Regional,0.0,81.0,93.0,5.48,2.41,174.0
2883,421,Tue,2014-12-23,DEN,BRK,Regional,0.0,18.0,64.0,1.63,7.35,82.0
2884,422,Tue,2014-12-23,PHI,MIA,Regional,0.0,32.0,97.0,2.94,1.7,129.0
2885,423,Tue,2014-12-23,CHA,MIL,Regional,0.0,20.4,13.0,1.19,0.9,33.4
2886,424,Tue,2014-12-23,POR,OKC,Regional,0.0,78.0,61.09,1.14,0.72,139.09
2887,425,Tue,2014-12-23,DAL,PHX,Regional,0.0,113.0,39.0,2.71,1.89,152.0
2888,426,Tue,2014-12-23,GSW,LAL,Regional,0.0,170.0,183.0,2.49,5.48,353.0
2889,428,Thu,2014-12-25,OKC,SAS,ABC,5885.0,0.0,0.0,0.72,0.94,5885.0
2890,429,Thu,2014-12-25,CLE,MIA,ABC,9328.0,0.0,0.0,1.5,1.7,9328.0
2891,430,Thu,2014-12-25,LAL,CHI,TNT,4040.0,0.0,0.0,5.48,3.46,4040.0
2892,431,Thu,2014-12-25,GSW,LAC,TNT,3076.0,0.0,0.0,2.49,5.48,3076.0
2893,427,Thu,2014-12-25,WAS,NYK,ESPN,3042.0,19.0,157.0,2.48,7.35,3218.0
2894,432,Fri,2014-12-26,BRK,BOS,Regional,0.0,21.0,51.0,7.35,2.42,72.0
2895,433,Fri,2014-12-26,CLE,ORL,Regional,0.0,167.0,26.0,1.5,1.52,193.0
2896,434,Fri,2014-12-26,MIL,ATL,Regional,0.0,20.0,50.0,0.9,2.41,70.0
2897,435,Fri,2014-12-26,IND,DET,Regional,0.0,32.0,41.0,1.09,1.85,73.0
2898,436,Fri,2014-12-26,HOU,MEM,Regional,0.0,86.0,29.41,2.45,0.63,115.41
2899,437,Fri,2014-12-26,SAS,NOP,Regional,0.0,70.0,15.3,0.94,0.64,85.3
2900,438,Fri,2014-12-26,CHA,OKC,NBA TV,489.0,19.0,45.6,1.19,0.72,553.6
2901,439,Fri,2014-12-26,LAL,DAL,Regional,0.0,245.0,97.0,5.48,2.71,342.0
2902,440,Fri,2014-12-26,MIN,DEN,Regional,0.0,38.0,32.0,1.74,1.63,70.0
2903,441,Fri,2014-12-26,PHI,POR,Regional,0.0,26.0,176.0,2.94,1.14,202.0
2904,442,Fri,2014-12-26,PHX,SAC,Regional,0.0,56.0,35.0,1.89,1.38,91.0
2905,443,Sat,2014-12-27,TOR,LAC,Regional,0.0,0.0,59.0,2.86,5.48,59.0
2906,444,Sat,2014-12-27,ORL,CHA,Regional,0.0,8.0,5.4,1.52,1.19,13.4
2907,445,Sat,2014-12-27,BOS,WAS,Regional,0.0,31.0,69.0,2.42,2.48,100.0
2908,446,Sat,2014-12-27,MEM,MIA,NBA TV,306.0,27.41,117.0,0.63,1.7,450.41
2909,447,Sat,2014-12-27,NOP,CHI,Regional,0.0,10.9,384.0,0.64,3.46,394.9
2910,448,Sat,2014-12-27,IND,BRK,Regional,0.0,43.0,59.0,1.09,7.35,102.0
2911,449,Sat,2014-12-27,ATL,MIL,Regional,0.0,52.0,19.0,2.41,0.9,71.0
2912,450,Sat,2014-12-27,PHI,UTA,Regional,0.0,17.0,33.9,2.94,0.92,50.9
2913,451,Sat,2014-12-27,NYK,SAC,NBA TV,354.0,149.0,42.0,7.35,1.38,545.0
2914,452,Sat,2014-12-27,MIN,GSW,Regional,0.0,17.0,121.0,1.74,2.49,138.0
2915,453,Sun,2014-12-28,DET,CLE,Regional,0.0,12.0,139.0,1.85,1.5,151.0
2916,454,Sun,2014-12-28,HOU,SAS,Regional,0.0,63.0,77.0,2.45,0.94,140.0
2917,455,Sun,2014-12-28,OKC,DAL,Regional,0.0,51.0,91.0,0.72,2.71,142.0
2918,456,Sun,2014-12-28,NYK,POR,Regional,0.0,102.0,78.0,7.35,1.14,180.0
2919,457,Sun,2014-12-28,TOR,DEN,Regional,0.0,0.0,11.0,2.86,1.63,11.0
2920,458,Sun,2014-12-28,PHX,LAL,Regional,0.0,44.0,84.0,1.89,5.48,128.0
2921,459,Mon,2014-12-29,MIL,CHA,NBA TV,203.0,0.0,18.9,0.9,1.19,221.9
2922,460,Mon,2014-12-29,CHI,IND,Regional,0.0,468.0,41.0,3.46,1.09,509.0
2923,461,Mon,2014-12-29,SAC,BRK,Regional,0.0,37.0,35.0,1.38,7.35,72.0
2924,462,Mon,2014-12-29,ORL,MIA,Regional,0.0,28.0,91.0,1.52,1.7,119.0
2925,463,Mon,2014-12-29,WAS,HOU,Regional,0.0,13.0,53.0,2.48,2.45,66.0
2926,464,Mon,2014-12-29,UTA,LAC,Regional,0.0,34.9,96.0,0.92,5.48,130.9
2927,465,Tue,2014-12-30,DET,ORL,Regional,0.0,39.0,12.0,1.85,1.52,51.0
2928,466,Tue,2014-12-30,CLE,ATL,NBA TV,346.0,161.0,34.0,1.5,2.41,541.0
2929,467,Tue,2014-12-30,BRK,CHI,Regional,0.0,123.0,366.0,7.35,3.46,489.0
2930,468,Tue,2014-12-30,SAS,MEM,Regional,0.0,94.0,39.0,0.94,0.63,133.0
2931,469,Tue,2014-12-30,PHX,NOP,Regional,0.0,44.0,10.8,1.89,0.64,54.8
2932,470,Tue,2014-12-30,WAS,DAL,Regional,0.0,42.0,140.0,2.48,2.71,182.0
2933,471,Tue,2014-12-30,LAL,DEN,Regional,0.0,196.0,21.0,5.48,1.63,217.0
2934,472,Tue,2014-12-30,MIN,UTA,Regional,0.0,31.0,40.6,1.74,0.92,71.6
2935,473,Tue,2014-12-30,TOR,POR,Regional,0.0,0.0,84.0,2.86,1.14,84.0
2936,474,Tue,2014-12-30,PHI,GSW,Regional,0.0,12.0,119.0,2.94,2.49,131.0
2937,475,Wed,2014-12-31,SAC,BOS,Regional,0.0,17.0,70.0,1.38,2.42,87.0
2938,476,Wed,2014-12-31,MIA,IND,Regional,0.0,72.0,20.0,1.7,1.09,92.0
2939,477,Wed,2014-12-31,NYK,LAC,Regional,0.0,91.0,42.0,7.35,5.48,133.0
2940,478,Wed,2014-12-31,CHA,HOU,Regional,0.0,12.2,48.0,1.19,2.45,60.2
2941,479,Wed,2014-12-31,MIL,CLE,Regional,0.0,8.0,101.0,0.9,1.5,109.0
2942,481,Wed,2014-12-31,NOP,SAS,Regional,0.0,8.9,61.0,0.64,0.94,69.9
2943,480,Wed,2014-12-31,PHX,OKC,Regional,0.0,75.0,73.61,1.89,0.72,148.61
2944,482,Thu,2015-1-1,DEN,CHI,Regional,0.0,18.0,264.0,1.63,3.46,282.0
2945,483,Thu,2015-1-1,SAC,MIN,Regional,0.0,44.0,28.0,1.38,1.74,72.0
2946,484,Fri,2015-1-2,CLE,CHA,Regional,0.0,106.0,22.09090909,1.5,1.19,128.09090909
2947,485,Fri,2015-1-2,BRK,ORL,Regional,0.0,25.0,13.0,7.35,1.52,38.0
2948,486,Fri,2015-1-2,DAL,BOS,NBA TV,356.0,133.0,110.0,2.71,2.42,599.0
2949,487,Fri,2015-1-2,DET,NYK,Regional,0.0,55.0,72.0,1.85,7.35,127.0
2950,488,Fri,2015-1-2,HOU,NOP,Regional,0.0,47.0,11.3,2.45,0.64,58.3
2951,489,Fri,2015-1-2,WAS,OKC,Regional,0.0,69.0,69.5,2.48,0.72,138.5
2952,490,Fri,2015-1-2,IND,MIL,Regional,0.0,37.0,18.0,1.09,0.9,55.0
2953,491,Fri,2015-1-2,PHI,PHX,Regional,0.0,13.0,44.0,2.94,1.89,57.0
2954,492,Fri,2015-1-2,ATL,UTA,Regional,0.0,0.0,31.5,2.41,0.92,31.5
2955,493,Fri,2015-1-2,TOR,GSW,Regional,0.0,0.0,179.0,2.86,2.49,179.0
2956,494,Fri,2015-1-2,MEM,LAL,Regional,0.0,27.0,178.0,0.63,5.48,205.0
2957,495,Sat,2015-1-3,CHA,ORL,Regional,0.0,6.0,7.0,1.19,1.52,13.0
2958,496,Sat,2015-1-3,BOS,CHI,Regional,0.0,37.0,423.0,2.42,3.46,460.0
2959,497,Sat,2015-1-3,MIA,HOU,Regional,0.0,92.0,55.0,1.7,2.45,147.0
2960,498,Sat,2015-1-3,UTA,MIN,Regional,0.0,32.2,0.0,0.92,1.74,32.2
2961,499,Sat,2015-1-3,WAS,SAS,Regional,0.0,53.0,61.0,2.48,0.94,114.0
2962,500,Sat,2015-1-3,MEM,DEN,Regional,0.0,9.7,11.0,0.63,1.63,20.7
2963,501,Sat,2015-1-3,ATL,POR,Regional,0.0,39.0,73.0,2.41,1.14,112.0
2964,502,Sat,2015-1-3,PHI,LAC,Regional,0.0,20.0,48.0,2.94,5.48,68.0
2965,503,Sun,2015-1-4,DAL,CLE,Regional,0.0,45.0,91.0,2.71,1.5,136.0
2966,504,Sun,2015-1-4,SAC,DET,Regional,0.0,37.0,35.0,1.38,1.85,72.0
2967,505,Sun,2015-1-4,BRK,MIA,Regional,0.0,23.0,97.0,7.35,1.7,120.0
2968,506,Sun,2015-1-4,MIL,NYK,Regional,0.0,19.0,122.0,0.9,7.35,141.0
2969,507,Sun,2015-1-4,TOR,PHX,Regional,0.0,0.0,58.0,2.86,1.89,58.0
2970,508,Sun,2015-1-4,IND,LAL,Regional,0.0,19.0,130.0,1.09,5.48,149.0
2971,509,Mon,2015-1-5,CLE,PHI,Regional,0.0,116.0,16.0,1.5,2.94,132.0
2972,510,Mon,2015-1-5,CHA,BOS,Regional,0.0,19.6,42.0,1.19,2.42,61.6
2973,511,Mon,2015-1-5,DAL,BRK,Regional,0.0,99.0,56.0,2.71,7.35,155.0
2974,512,Mon,2015-1-5,HOU,CHI,Regional,0.0,78.0,393.0,2.45,3.46,471.0
2975,513,Mon,2015-1-5,NYK,MEM,Regional,0.0,132.0,27.1,7.35,0.63,159.1
2976,514,Mon,2015-1-5,DEN,MIN,Regional,0.0,27.0,24.0,1.63,1.74,51.0
2977,515,Mon,2015-1-5,WAS,NOP,NBA TV,268.0,74.0,0.0,2.48,0.64,342.0
2978,516,Mon,2015-1-5,IND,UTA,Regional,0.0,39.0,38.0,1.09,0.92,77.0
2979,517,Mon,2015-1-5,LAL,POR,Regional,0.0,137.0,217.0,5.48,1.14,354.0
2980,518,Mon,2015-1-5,OKC,GSW,NBA TV,425.0,41.3,243.0,0.72,2.49,709.3
2981,519,Mon,2015-1-5,ATL,LAC,Regional,0.0,59.0,61.0,2.41,5.48,120.0
2982,520,Tue,2015-1-6,PHX,MIL,NBA TV,288.0,43.0,21.0,1.89,0.9,352.0
2983,521,Tue,2015-1-6,DET,SAS,Regional,0.0,50.0,83.0,1.85,0.94,133.0
2984,522,Wed,2015-1-7,NOP,CHA,Regional,0.0,13.8,15.8,0.64,1.19,29.6
2985,523,Wed,2015-1-7,HOU,CLE,ESPN,1413.0,40.0,137.0,2.45,1.5,1590.0
2986,524,Wed,2015-1-7,MIL,PHI,Regional,0.0,16.0,27.0,0.9,2.94,43.0
2987,525,Wed,2015-1-7,NYK,WAS,Regional,0.0,94.0,40.0,7.35,2.48,134.0
2988,526,Wed,2015-1-7,MEM,ATL,Regional,0.0,23.7,83.0,0.63,2.41,106.7
2989,527,Wed,2015-1-7,BOS,BRK,Regional,0.0,54.0,43.0,2.42,7.35,97.0
2990,528,Wed,2015-1-7,UTA,CHI,Regional,0.0,30.0,302.0,0.92,3.46,332.0
2991,529,Wed,2015-1-7,DET,DAL,Regional,0.0,66.0,85.0,1.85,2.71,151.0
2992,530,Wed,2015-1-7,ORL,DEN,Regional,0.0,13.0,20.0,1.52,1.63,33.0
2993,531,Wed,2015-1-7,PHX,MIN,ESPN,1073.0,49.0,0.0,1.89,1.74,1122.0
2994,532,Wed,2015-1-7,OKC,SAC,Regional,0.0,42.7,54.0,0.72,1.38,96.7
2995,533,Wed,2015-1-7,IND,GSW,Regional,0.0,26.0,202.0,1.09,2.49,228.0
2996,534,Wed,2015-1-7,LAL,LAC,Regional,0.0,183.0,108.0,5.48,5.48,291.0
2997,535,Thu,2015-1-8,CHA,TOR,Regional,0.0,22.0,0.0,1.19,2.86,22.0
2998,536,Thu,2015-1-8,HOU,NYK,TNT,1420.0,0.0,0.0,2.45,7.35,1420.0
2999,537,Thu,2015-1-8,MIA,POR,TNT,1391.0,0.0,0.0,1.7,1.14,1391.0
3000,538,Fri,2015-1-9,BOS,IND,Regional,0.0,70.0,42.0,2.42,1.09,112.0
3001,539,Fri,2015-1-9,PHI,BRK,Regional,0.0,32.0,42.0,2.94,7.35,74.0
3002,540,Fri,2015-1-9,ATL,DET,Regional,0.0,83.0,87.0,2.41,1.85,170.0
3003,541,Fri,2015-1-9,MEM,NOP,Regional,0.0,20.8,9.9,0.63,0.64,30.700000000000003
3004,542,Fri,2015-1-9,UTA,OKC,Regional,0.0,32.0,61.5,0.92,0.72,93.5
3005,543,Fri,2015-1-9,CHI,WAS,ESPN,1490.0,246.0,45.0,3.46,2.48,1781.0
3006,544,Fri,2015-1-9,MIN,MIL,Regional,0.0,16.0,28.0,1.74,0.9,44.0
3007,545,Fri,2015-1-9,PHX,SAS,Regional,0.0,68.0,73.0,1.89,0.94,141.0
3008,546,Fri,2015-1-9,DEN,SAC,Regional,0.0,19.0,30.0,1.63,1.38,49.0
3009,547,Fri,2015-1-9,CLE,GSW,ESPN,1769.0,87.0,199.0,1.5,2.49,2055.0
3010,548,Fri,2015-1-9,ORL,LAL,Regional,0.0,7.0,105.0,1.52,5.48,112.0
3011,549,Sat,2015-1-10,CHA,NYK,Regional,0.0,11.9,66.0,1.19,7.35,77.9
3012,550,Sat,2015-1-10,DAL,LAC,Regional,0.0,57.0,61.0,2.71,5.48,118.0
3013,551,Sat,2015-1-10,BRK,DET,Regional,0.0,22.0,35.0,7.35,1.85,57.0
3014,552,Sat,2015-1-10,IND,PHI,Regional,0.0,31.0,24.0,1.09,2.94,55.0
3015,553,Sat,2015-1-10,BOS,TOR,Regional,0.0,16.0,0.0,2.42,2.86,16.0
3016,554,Sat,2015-1-10,MIL,CHI,Regional,0.0,8.0,400.0,0.9,3.46,408.0
3017,555,Sat,2015-1-10,UTA,HOU,Regional,0.0,21.7,64.0,0.92,2.45,85.7
3018,556,Sat,2015-1-10,SAS,MIN,Regional,0.0,48.0,11.0,0.94,1.74,59.0
3019,557,Sat,2015-1-10,ORL,POR,Regional,0.0,6.0,66.0,1.52,1.14,72.0
3020,558,Sun,2015-1-11,WAS,ATL,Regional,0.0,13.0,0.0,2.48,2.41,13.0
3021,559,Sun,2015-1-11,MIA,LAC,Regional,0.0,68.0,43.0,1.7,5.48,111.0
3022,560,Sun,2015-1-11,PHX,MEM,Regional,0.0,41.0,13.92307692,1.89,0.63,54.92307692
3023,561,Sun,2015-1-11,CLE,SAC,NBA TV,212.0,68.0,42.0,1.5,1.38,322.0
3024,562,Sun,2015-1-11,POR,LAL,Regional,0.0,82.0,135.0,1.14,5.48,217.0
3025,563,Mon,2015-1-12,NOP,BOS,NBA TV,155.0,0.0,55.0,0.64,2.42,210.0
3026,564,Mon,2015-1-12,HOU,BRK,Regional,0.0,46.0,35.0,2.45,7.35,81.0
3027,565,Mon,2015-1-12,DET,TOR,Regional,0.0,55.0,0.0,1.85,2.86,55.0
3028,566,Mon,2015-1-12,ORL,CHI,Regional,0.0,13.0,237.0,1.52,3.46,250.0
3029,567,Tue,2015-1-13,MIN,IND,Regional,0.0,29.0,30.0,1.74,1.09,59.0
3030,568,Tue,2015-1-13,ATL,PHI,Regional,0.0,65.0,21.0,2.41,2.94,86.0
3031,569,Tue,2015-1-13,SAS,WAS,NBA TV,325.0,72.0,59.0,0.94,2.48,456.0
3032,570,Tue,2015-1-13,CLE,PHX,Regional,0.0,127.0,106.0,1.5,1.89,233.0
3033,571,Tue,2015-1-13,GSW,UTA,Regional,0.0,147.0,31.3,2.49,0.92,178.3
3034,572,Tue,2015-1-13,DAL,SAC,Regional,0.0,78.0,57.0,2.71,1.38,135.0
3035,573,Tue,2015-1-13,MIA,LAL,Regional,0.0,111.0,184.0,1.7,5.48,295.0
3036,574,Wed,2015-1-14,SAS,CHA,Regional,0.0,74.0,10.5,0.94,1.19,84.5
3037,575,Wed,2015-1-14,HOU,ORL,Regional,0.0,58.0,26.0,2.45,1.52,84.0
3038,576,Wed,2015-1-14,MEM,BRK,Regional,0.0,22.1,44.0,0.63,7.35,66.1
3039,577,Wed,2015-1-14,NOP,DET,Regional,0.0,13.9,51.0,0.64,1.85,64.9
3040,578,Wed,2015-1-14,PHI,TOR,Regional,0.0,21.0,0.0,2.94,2.86,21.0
3041,579,Wed,2015-1-14,WAS,CHI,ESPN,1342.0,38.0,218.0,2.48,3.46,1598.0
3042,580,Wed,2015-1-14,ATL,BOS,Regional,0.0,0.0,64.0,2.41,2.42,64.0
3043,581,Wed,2015-1-14,DAL,DEN,Regional,0.0,83.0,27.0,2.71,1.63,110.0
3044,582,Wed,2015-1-14,MIA,GSW,Regional,0.0,102.0,171.0,1.7,2.49,273.0
3045,583,Wed,2015-1-14,LAC,POR,ESPN,1443.0,98.0,146.0,5.48,1.14,1687.0
3046,585,Thu,2015-1-15,NYK,MIL,NBA TV,93.0,74.0,0.0,7.35,0.9,167.0
3047,584,Thu,2015-1-15,OKC,HOU,TNT,1738.0,0.0,0.0,0.72,2.45,1738.0
